0.189874	-0.555128	0.040348	-0.002702
-0.600972	-0.536560	0.243275	-0.003031
0.061216	-0.604423	-0.503533	-0.000730
-0.372738	-0.622662	0.206141	-0.001223
0.347779	-0.783364	0.185601	-0.001223
-0.195114	-0.591771	-0.055282	-0.002045
-0.182954	-0.693976	-0.184926	-0.000073
0.180672	-0.630714	-0.061855	-0.000730
0.355502	-0.627427	0.079948	-0.003195
-0.036551	-0.732262	0.084713	-0.003688
-0.095046	-0.511584	0.111825	-0.000894
0.169006	-0.671957	0.265622	-0.000073
-0.030800	4.027214	-0.411187	-0.000894
-0.181476	-0.710079	0.135157	-0.001552
-0.191827	-0.728975	0.177550	-0.002538
0.220764	-0.505012	-0.194785	-0.004674
-0.126923	-0.536889	-0.153378	-0.002373
0.469535	-0.568931	0.285833	-0.001880
0.070253	-0.636300	0.186752	-0.001223
0.506999	-0.656840	0.017837	-0.000073
-0.125280	3.431394	0.160297	-0.000402
-0.149270	-0.407573	-0.355485	0.002885
0.060230	0.727672	0.099337	0.004856
-0.262154	-0.612146	0.170813	0.002720
0.273509	-0.854185	0.015537	0.000420
-0.500739	-0.699234	-0.077136	-0.000402
-0.020612	-0.288444	0.193324	-0.000073
-0.226005	3.596903	-0.037865	-0.001387
-0.191334	-0.394427	-0.034907	-0.000237
0.215342	-0.697755	-0.147627	-0.000566
-0.517171	3.020353	-0.474778	-0.001223
0.192503	-0.546748	0.251327	0.001242
0.183301	3.584083	0.124312	-0.001552
-0.334124	-0.631864	0.391815	-0.002373
0.031804	-0.870946	-0.121008	0.000749
-0.153542	-0.681652	0.206634	-0.000402
0.424678	-0.716816	-0.207766	-0.001387
-0.026363	4.151811	0.201047	-0.002702
0.469864	-0.731604	-0.068920	-0.000730
-0.400836	1.826469	0.046592	0.000749
0.170485	-0.433370	0.048893	0.000584
0.117904	-0.955735	-0.048053	-0.000566
0.008471	-0.121172	0.256749	-0.001387
0.387871	-0.931908	-0.220582	-0.001552
-0.126266	-0.825430	-0.227155	-0.002209
0.556950	3.113867	0.122341	-0.002538
-1.053669	-0.778435	-0.391963	-0.001880
0.148138	4.000750	-0.132510	-0.002045
0.161612	-0.799632	0.052836	-0.001716
0.093586	-0.746064	0.142716	-0.001387
0.237524	-0.666042	-0.123801	0.000256
-0.436163	-0.749351	-0.219268	0.000256
0.495990	-0.734233	-0.022748	0.000420
0.041991	-0.879162	0.204005	-0.000894
-0.193306	-0.701534	0.035583	-0.001387
0.342521	-0.800782	0.071896	-0.002373
-0.376681	-0.633178	-0.176710	-0.000730
0.188395	2.951164	0.180015	0.000091
-0.527194	-0.547405	-0.070399	-0.001387
0.328883	-0.703670	-0.288773	-0.002209
-0.621019	-0.137932	0.062695	0.000256
-0.087159	-0.729797	0.015537	-0.000237
0.199897	2.501203	-0.083216	-0.004016
0.147481	-0.656183	-0.112957	-0.001059
-0.071056	-0.776956	0.554485	-0.000730
0.017837	3.142463	-0.232413	-0.001716
0.079784	-0.764961	-0.227648	0.000091
0.363060	2.594382	-0.157157	-0.002538
-0.493510	-0.712872	-0.183119	-0.001059
-0.461139	-0.708764	0.083891	-0.000566
-0.140397	-0.840054	-0.454731	-0.001716
0.208605	-0.858129	0.507163	-0.001059
-0.035072	-0.618554	-0.207766	-0.001716
0.654060	-0.594564	-0.112628	-0.000730
0.058258	-0.746228	-0.402643	-0.001880
-0.286637	-0.660455	0.547748	-0.000894
0.574696	-0.573860	-0.376681	-0.001059
0.235881	2.124392	0.317381	-0.002702
0.522444	-0.517993	-0.080094	0.000256
-0.038522	-0.950641	0.618239	-0.002702
-0.348255	-0.309805	0.134993	-0.001059
-0.123637	-0.748858	-0.167344	-0.001223
-0.305369	-0.218939	-0.184433	-0.004181
0.304400	-0.589799	-0.334945	0.000420
0.201211	-0.585691	0.335455	-0.001059
-0.072700	-0.714351	-0.144341	-0.003852
0.147316	-0.554799	0.263157	-0.000894
-0.769069	-0.556935	-0.116407	-0.000730
0.111496	-0.795852	-0.234713	-0.003031
-0.453252	-0.624798	0.083234	-0.003031
-0.039837	-0.436492	0.095393	0.000091
-1.076839	-0.805383	0.262500	-0.000566
0.031804	5.163498	0.143866	-0.003359
0.239989	-0.768904	0.322639	-0.002866
-0.345297	-0.732919	-0.072700	-0.000730
0.302428	3.178127	0.335784	-0.000237
-0.079765	-0.481514	-0.132674	-0.000402
0.171142	2.960696	0.038048	-0.002373
0.193488	-0.667192	-0.317692	-0.001880
-0.178025	-0.603108	-0.331988	-0.002702
0.152246	-0.536725	0.569109	-0.002045
0.531974	-0.946697	-0.288937	-0.001059
-0.277271	-0.496796	-0.185912	0.000256
-0.194292	-0.525222	-0.062841	0.000256
-0.538861	3.375678	0.225037	0.000091
0.166212	-0.749351	0.123491	-0.001880
-0.164058	-0.961486	-0.067935	0.003049
0.134664	2.751653	0.190038	0.000913
-0.628742	-0.706299	-0.192813	0.003706
-0.204315	3.337055	0.333812	-0.000730
0.258721	3.695355	0.090793	-0.000073
0.390336	-0.856979	-0.143519	0.000256
0.293227	2.896109	-0.273327	-0.000730
0.211070	-0.623319	0.250012	-0.000073
-0.302740	-0.476092	0.506999	0.000584
0.110674	-0.801275	-0.126430	-0.000566
-0.260675	-0.758388	0.460498	0.000913
0.376205	-0.598508	-0.510763	-0.001059
0.448010	-0.647474	-0.101290	-0.001223
-0.130538	1.913232	0.094243	0.001077
-0.422361	-0.717637	0.321160	0.000091
0.190038	-0.654211	-0.048874	-0.001387
0.075183	-0.672450	-0.063005	-0.000402
0.559086	-0.883927	-0.129552	-0.000073
-0.149763	-0.651089	0.297663	0.000749
-0.091103	-0.392127	0.234731	0.000420
-0.255417	-0.721417	-0.316706	0.000091
0.402824	0.492375	-0.252295	-0.001059
0.097201	-0.603930	0.153067	-0.001716
-0.698905	-0.656018	0.034926	-0.001387
-0.462618	-0.592263	0.016030	-0.002209
